"Salary.Frequency","Salary.Range.From","Salary.Range.To","Posting.Type","Level","X..Of.Positions","Civil.Service.Title","Agency"
"Hourly",14,17,"External","02",1,"COLLEGE AIDE - ASSIGNMENT LEVE","DEPT OF YOUTH & COMM DEV SRVS"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",85211,110522,"Internal","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",85211,110522,"External","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",41,44,"Internal","00",1,"IT PROJECT SPECIALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",41,44,"External","00",1,"IT PROJECT SPECIALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",70000,80000,"External","02",1,"AGENCY ATTORNEY","HOUSING PRESERVATION & DVLPMNT"
"Annual",43334,50000,"External","03",1,"RADIO AND TELEVISION OPERATOR","DEPT OF INFO TECH & TELECOMM"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE PUBLIC HEALTH N","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,19,"Internal","00",6,"CITY CUSTODIAL ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,19,"External","00",6,"CITY CUSTODIAL ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",26647,30516,"Internal","00",1,"COMMUNITY SERVICE AIDE","ADMIN TRIALS AND HEARINGS"
"Annual",26647,30516,"External","00",1,"COMMUNITY SERVICE AIDE","ADMIN TRIALS AND HEARINGS"
"Annual",75000,85000,"Internal","M1",1,"ADMINISTRATIVE CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",75000,85000,"External","M1",1,"ADMINISTRATIVE CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",55000,65000,"Internal","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",55000,65000,"External","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",75000,85000,"External","03",1,"COMPUTER ASSOC (OPERATIONS)","HOUSING PRESERVATION & DVLPMNT"
"Annual",85716,85716,"External","04",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",85716,85716,"Internal","04",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,87791,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,87791,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",81443,110413,"Internal","03",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",61031,95022,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",43334,50000,"Internal","03",1,"RADIO AND TELEVISION OPERATOR","DEPT OF INFO TECH & TELECOMM"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","CONSUMER AFFAIRS"
"Annual",81443,110413,"External","03",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",38223,57573,"Internal","01",10,"INVESTIGATOR (CCRB)","CIVILIAN COMPLAINT REVIEW BD"
"Annual",38223,57573,"External","01",10,"INVESTIGATOR (CCRB)","CIVILIAN COMPLAINT REVIEW BD"
"Annual",50623,80988,"External","01",1,"MANAGEMENT AUDITOR","DEPT OF YOUTH & COMM DEV SRVS"
"Annual",50623,80988,"Internal","01",1,"MANAGEMENT AUDITOR","DEPT OF YOUTH & COMM DEV SRVS"
"Annual",76340,87791,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","CONSUMER AFFAIRS"
"Hourly",10,14,"Internal","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF ENVIRONMENT PROTECTION"
"Hourly",10,14,"External","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",73144,188733,"Internal","M4",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF BUSINESS SERV."
"Annual",76340,87791,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64510,89008,"External","02",1,"SPECIAL CONSULTANT (MENTAL HEA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64510,89008,"Internal","02",1,"SPECIAL CONSULTANT (MENTAL HEA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44945,72628,"Internal","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44945,72628,"External","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",73144,188733,"External","M4",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF BUSINESS SERV."
"Annual",57517,85000,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","FIRE DEPARTMENT"
"Annual",89383,123000,"Internal","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",76340,100322,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",87461,127125,"External","4B",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",87461,127125,"Internal","4B",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,100322,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57517,85000,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","FIRE DEPARTMENT"
"Annual",125000,130000,"External","M2",1,"ADMINISTRATIVE CITY PLANNER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",125000,130000,"Internal","M2",1,"ADMINISTRATIVE CITY PLANNER","DEPT OF ENVIRONMENT PROTECTION"
"Hourly",15,15,"External","00",1,"CLERICAL AIDE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",58934,75000,"External","02",1,"CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",58934,75000,"Internal","02",1,"CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",75000,85000,"Internal","03",1,"CONSTRUCTION PROJECT MANAGER","NYC HOUSING AUTHORITY"
"Annual",75000,85000,"External","03",1,"CONSTRUCTION PROJECT MANAGER","NYC HOUSING AUTHORITY"
"Annual",58675,156793,"Internal","M2",2,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Hourly",15,15,"Internal","00",1,"CLERICAL AIDE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT. OF HOMELESS SERVICES"
"Annual",59538,84941,"Internal","03",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",59538,84941,"External","03",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",160000,195000,"External","M6",1,"ADMINISTRATIVE TRANSPORTATION","DEPARTMENT OF TRANSPORTATION"
"Annual",160000,195000,"Internal","M6",1,"ADMINISTRATIVE TRANSPORTATION","DEPARTMENT OF TRANSPORTATION"
"Annual",48895,75900,"External","00",1,"COMMUNITY COORDINATOR","DEPT. OF HOMELESS SERVICES"
"Annual",50649,68071,"Internal","02",1,"INDUSTRIAL HYGIENIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",50649,68071,"External","02",1,"INDUSTRIAL HYGIENIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",100000,124000,"Internal","M2",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",70324,70324,"External","00",1,"HIGH PRESSURE PLANT TENDER","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",100000,124000,"External","M2",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",35000,40000,"Internal","00",1,"COMMUNITY ASSOCIATE","DEPARTMENT OF INVESTIGATION"
"Annual",35000,40000,"External","00",1,"COMMUNITY ASSOCIATE","DEPARTMENT OF INVESTIGATION"
"Annual",70324,70324,"Internal","00",1,"HIGH PRESSURE PLANT TENDER","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",46466,56270,"Internal","00",1,"CONSTRUCTION PROJECT MANAGER I","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,78475,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,78475,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",61237,88686,"Internal","01",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",61237,88686,"External","01",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",55483,70912,"Internal","02",1,"ASSOCIATE WATER USE INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46466,56270,"External","00",1,"CONSTRUCTION PROJECT MANAGER I","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34670,45000,"Internal","01",1,"BOOKKEEPER","CONSUMER AFFAIRS"
"Annual",34670,45000,"External","01",1,"BOOKKEEPER","CONSUMER AFFAIRS"
"Annual",57000,62000,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT OF PARKS & RECREATION"
"Annual",55483,70912,"Internal","02",2,"ASSOCIATE WATER USE INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",57005,87027,"Internal","01",1,"AGENCY ATTORNEY","DEPT OF YOUTH & COMM DEV SRVS"
"Annual",57005,87027,"External","01",1,"AGENCY ATTORNEY","DEPT OF YOUTH & COMM DEV SRVS"
"Annual",88417,209652,"Internal","M6",1,"DEPUTY COMMISSIONER (HEALTH)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,70000,"External","00",1,"COMMUNITY COORDINATOR","CONSUMER AFFAIRS"
"Annual",48895,70000,"Internal","00",1,"COMMUNITY COORDINATOR","CONSUMER AFFAIRS"
"Annual",53051,140066,"External","00",1,"ADMIN COMMUNITY RELATIONS SPEC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",88417,209652,"External","M6",1,"DEPUTY COMMISSIONER (HEALTH)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100000,120000,"Internal","M4",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",100000,120000,"External","M4",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",75000,85000,"Internal","03",1,"COMPUTER ASSOC (OPERATIONS)","HOUSING PRESERVATION & DVLPMNT"
"Annual",53051,140066,"Internal","00",1,"ADMIN COMMUNITY RELATIONS SPEC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",78464,91197,"External","01",3,"MEDICOLEGAL INVESTIGATOR (OCME","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",78464,91197,"Internal","01",3,"MEDICOLEGAL INVESTIGATOR (OCME","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,100322,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,75900,"External","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,100322,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49862,72100,"Internal","00",10,"INSPECTOR (HOISTS AND RIGGING)","DEPARTMENT OF BUILDINGS"
"Annual",58000,60000,"External","00",1,"COMMUNITY COORDINATOR","PRESIDENT BOROUGH OF MANHATTAN"
"Annual",58000,60000,"Internal","00",1,"COMMUNITY COORDINATOR","PRESIDENT BOROUGH OF MANHATTAN"
"Hourly",16,24,"External","00",4,"PUBLIC HEALTH ASSISTANT (SCHOO","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",16,24,"Internal","00",4,"PUBLIC HEALTH ASSISTANT (SCHOO","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49862,72100,"External","00",10,"INSPECTOR (HOISTS AND RIGGING)","DEPARTMENT OF BUILDINGS"
"Annual",29391,38131,"Internal","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",29391,38131,"External","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75064,75064,"External","00",1,"AUTO MECHANIC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",100000,120000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",54094,75271,"Internal","01",3,"ASSOCIATE LABORATORY MICROBIOL","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",54094,75271,"External","01",3,"ASSOCIATE LABORATORY MICROBIOL","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,19,"External","00",1,"CITY CUSTODIAL ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,19,"Internal","00",1,"CITY CUSTODIAL ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75064,75064,"Internal","00",1,"AUTO MECHANIC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",77157,99406,"External","02",1,"COMPUTER SPECIALIST (SOFTWARE)","FIRE DEPARTMENT"
"Annual",77157,99406,"Internal","02",1,"COMPUTER SPECIALIST (SOFTWARE)","FIRE DEPARTMENT"
"Annual",66300,101324,"Internal","03",1,"COMPUTER ASSOC (OPERATIONS)","LAW DEPARTMENT"
"Annual",66300,101324,"External","03",1,"COMPUTER ASSOC (OPERATIONS)","LAW DEPARTMENT"
"Annual",53051,65000,"Internal","00",1,"ADMIN COMMUNITY RELATIONS SPEC","HOUSING PRESERVATION & DVLPMNT"
"Annual",53051,65000,"External","00",1,"ADMIN COMMUNITY RELATIONS SPEC","HOUSING PRESERVATION & DVLPMNT"
"Annual",38743,45000,"Internal","02",1,"RADIO AND TELEVISION OPERATOR","DEPT OF INFO TECH & TELECOMM"
"Annual",38743,45000,"External","02",1,"RADIO AND TELEVISION OPERATOR","DEPT OF INFO TECH & TELECOMM"
"Annual",100000,120000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Hourly",23,30,"External","02",1,"PUBLIC HEALTH ADVISER (SCHOOL","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64807,90202,"Internal","02",1,"COMPUTER ASSOC (SOFTWARE)","LAW DEPARTMENT"
"Annual",64807,90202,"External","02",1,"COMPUTER ASSOC (SOFTWARE)","LAW DEPARTMENT"
"Annual",50000,60000,"External","00",2,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",50000,60000,"Internal","00",2,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",60189,83440,"Internal","01",1,"COMPUTER ASSOC (SOFTWARE)","LAW DEPARTMENT"
"Hourly",23,30,"Internal","02",1,"PUBLIC HEALTH ADVISER (SCHOOL","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,57655,"External","00",1,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY RICHMOND COU"
"Annual",75064,75064,"External","00",1,"AUTO MECHANIC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",34644,57655,"Internal","00",1,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY RICHMOND COU"
"Hourly",10,11,"External","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","ADMIN TRIALS AND HEARINGS"
"Annual",60189,83440,"External","01",1,"COMPUTER ASSOC (SOFTWARE)","LAW DEPARTMENT"
"Annual",68239,78475,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,78475,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE PUBLIC HEALTH N","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,11,"Internal","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","ADMIN TRIALS AND HEARINGS"
"Hourly",15,17,"Internal","00",2,"COMMUNITY SERVICE AIDE","ADMIN TRIALS AND HEARINGS"
"Hourly",15,17,"External","00",2,"COMMUNITY SERVICE AIDE","ADMIN TRIALS AND HEARINGS"
"Annual",61031,95022,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",45000,55000,"Internal","01",1,"PROCUREMENT ANALYST","OFFICE OF THE COMPTROLLER"
"Annual",45000,55000,"External","01",1,"PROCUREMENT ANALYST","OFFICE OF THE COMPTROLLER"
"Annual",45000,55000,"Internal","01",1,"PROCUREMENT ANALYST","OFFICE OF THE COMPTROLLER"
"Hourly",35,41,"Internal","03",1,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",35,41,"External","03",1,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",16,24,"External","00",4,"PUBLIC HEALTH ASSISTANT (SCHOO","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",16,24,"Internal","00",4,"PUBLIC HEALTH ASSISTANT (SCHOO","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",110000,130000,"Internal","M1",2,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",110000,130000,"External","M1",2,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100000,120000,"Internal","M1",4,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",100000,120000,"External","M1",4,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",100000,120000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",42856,62779,"Internal","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","OFF OF PAYROLL ADMINISTRATION"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100000,120000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",100000,120000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,156793,"Internal","M2",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75064,75064,"Internal","00",1,"AUTO MECHANIC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",58675,156793,"External","M2",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",59589,59589,"Internal","02",4,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",59589,59589,"External","02",4,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100000,120000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",100000,120000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",44945,72628,"External","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100000,120000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF CORRECTION"
"Annual",74066,90000,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF CORRECTION"
"Annual",74066,90000,"External","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF CORRECTION"
"Annual",75000,120000,"External","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",52914,88945,"External","03",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46577,53563,"Internal","00",1,"PROJECT MANAGER INTERN#","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46577,53563,"External","00",1,"PROJECT MANAGER INTERN#","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,156793,"Internal","M2",2,"ADMINISTRATIVE ENGINEER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",45385,61669,"Internal","01",1,"ACCOUNTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",77157,107000,"External","02",1,"CERT IT DEVELOPER (APP)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",52914,88945,"Internal","03",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49984,67030,"Internal","01",1,"PUBLIC HEALTH EPIDEMIOLOGIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49984,67030,"External","01",1,"PUBLIC HEALTH EPIDEMIOLOGIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",77157,107000,"Internal","02",1,"CERT IT DEVELOPER (APP)","DEPT OF HEALTH/MENTAL HYGIENE"
"Daily",213,224,"Internal","00",1,"MAINTENANCE WORKER","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",34644,34644,"External","00",1,"COMMUNITY ASSOCIATE","HOUSING PRESERVATION & DVLPMNT"
"Annual",34644,34644,"Internal","00",1,"COMMUNITY ASSOCIATE","HOUSING PRESERVATION & DVLPMNT"
"Annual",45385,61669,"External","01",1,"ACCOUNTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,57655,"Internal","00",1,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY RICHMOND COU"
"Annual",34644,57655,"External","00",1,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY RICHMOND COU"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,134433,"Internal","00",1,"ADMINISTRATIVE PROJECT MANAGER","DEPARTMENT OF SANITATION"
"Annual",51586,77404,"External","00",1,"ESTIMATOR (GENERAL CONSTRUCTIO","DEPARTMENT OF TRANSPORTATION"
"Annual",51586,77404,"Internal","00",1,"ESTIMATOR (GENERAL CONSTRUCTIO","DEPARTMENT OF TRANSPORTATION"
"Annual",55556,71000,"External","02",1,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",61031,80000,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",57000,62000,"External","00",1,"COMMUNITY COORDINATOR","DEPT OF PARKS & RECREATION"
"Annual",61031,80000,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF CITYWIDE ADMIN SVCS"
"Hourly",10,14,"Internal","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"External","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",55556,71000,"Internal","02",1,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",61237,75000,"External","02",1,"CONSTRUCTION PROJECT MANAGER","HOUSING PRESERVATION & DVLPMNT"
"Annual",61237,75000,"Internal","02",1,"CONSTRUCTION PROJECT MANAGER","HOUSING PRESERVATION & DVLPMNT"
"Hourly",15,17,"Internal","00",1,"COMMUNITY SERVICE AIDE","ADMIN TRIALS AND HEARINGS"
"Annual",62909,94644,"Internal","02",1,"ASSOCIATE HUMAN RIGHTS SPECIAL","HUMAN RIGHTS COMMISSION"
"Annual",62909,94644,"External","02",1,"ASSOCIATE HUMAN RIGHTS SPECIAL","HUMAN RIGHTS COMMISSION"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,156793,"Internal","M2",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,156793,"External","M2",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",15,17,"External","00",1,"COMMUNITY SERVICE AIDE","ADMIN TRIALS AND HEARINGS"
"Annual",61237,75000,"External","02",2,"SUPERVISOR OF MECHANICAL INSTA","HOUSING PRESERVATION & DVLPMNT"
"Annual",61237,75000,"Internal","02",2,"SUPERVISOR OF MECHANICAL INSTA","HOUSING PRESERVATION & DVLPMNT"
"Annual",37085,54243,"External","00",1,"WATERSHED MAINTAINER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",90000,110000,"Internal","M3",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",90000,110000,"External","M3",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","HUMAN RIGHTS COMMISSION"
"Annual",48895,75900,"External","00",1,"COMMUNITY COORDINATOR","HUMAN RIGHTS COMMISSION"
"Annual",37085,54243,"Internal","00",1,"WATERSHED MAINTAINER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",61237,74000,"External","02",2,"CONSTRUCTION PROJECT MANAGER","HOUSING PRESERVATION & DVLPMNT"
